	lemma	word	aspect	disambig	db_id	text	Gender	Mood	Number	POS	Person	Tense	VerbForm	Voice	l_tok_3	l_tok_2	l_tok_1	r_tok_1	r_tok_2	r_tok_3	l_gr_1	l_gr_2	l_gr_3	r_gr_1	r_gr_2	r_gr_3	nsubj	nsubj_count	obj	obj_count	obl	obl_count	advmod	advmod_count	polarity	polarity_word
3512	reći	rekao	perf	perf	set-s227	Jandroković je rekao novinarima u Briselu da će njegova zemlja učiniti sve da ispuni postavljene ciljeve i da bude spremna da o njima predstavi pregovaračku poziciju Zagreba do juna.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Jandroković	je	novinarima	u	Briselu	r	e	k	o	a	k	[PAD]	0	[PAD]	0	novinarima	1	[PAD]	0	pos	[PAD]
3513	reći	rekao	perf	perf	set-s228	"Spremni smo da to uradimo i to ćemo i uraditi", rekao je on.	Masc		Sing	VERB		Past	Part	Act	ćemo	i	uraditi	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3514	reći	rekao	perf	perf	set-s230	Posle razgovora sa hrvatskim premijerom Ivom Sanaderom prošlog meseca, predsednik EK Žoze Manuel Barozo rekao je da će Komisija najesen predstaviti indikativni raspored za tehničko okončanje pregovora 2009. godine, pod uslovom da Hrvatska ispuni neke uslove.	Masc		Sing	VERB		Past	Part	Act	Žoze	Manuel	Barozo	je	da	će	r	e	k	o	a	k	predsednik	1	[PAD]	0	razgovora	1	[PAD]	0	pos	[PAD]
3515	reći	rekao	perf	perf	set-s231	Jandroković je rekao da je, u razgovoru sa Renom, "posebno istakao spremnost Hrvatske da učini sve što je potrebno radi ispunjenja kriterijuma za punopravno članstvo i postane član EU 2010. godine".	Masc		Sing	VERB		Past	Part	Act	[PAD]	Jandroković	je	da	je	u	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3516	reći	rekao	perf	perf	set-s240	De Hop Shefer je, međutim, rekao da će, čim spor bude rešen, NATO automatski aktivirati proces ulaska u članstvo za tu zemlju.	Masc		Sing	VERB		Past	Part	Act	Shefer	je	međutim	da	će	čim	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3517	reći	rekao	perf	perf	set-s241	Crvenkovski je rekao da se mora definisati državna strategija po tom pitanju, ali da strateški ciljevi Makedonije moraju ostati nepromenjeni.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Crvenkovski	je	da	se	mora	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3518	reći	rekao	perf	perf	set-s243	"Preduzećemo korake koji će na pozitivan način predvideti i šire konsultacije sa stručnjacima u domenu politike i drugih javnih sfera", rekao je on.	Masc		Sing	VERB		Past	Part	Act	drugih	javnih	sfera	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3519	reći	rekao	perf	perf	set-s248	On je rekao da će zatražiti od strana u sporu da javno potvrde da li prihvataju neke od Nimicovih predloga.	Masc		Sing	VERB		Past	Part	Act	[PAD]	On	je	da	će	zatražiti	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3520	reći	rekao	perf	perf	set-s253	"Ono što je sigurno je da mi želimo da se proces nastavi, pod okriljem UN, tako da se pronađe obostrano prihvatljivo rešenje", rekao je portparol grčke vlade.	Masc		Sing	VERB		Past	Part	Act	obostrano	prihvatljivo	rešenje	je	portparol	grčke	r	e	k	o	a	k	portparol	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3521	reći	rekao	perf	perf	set-s277	Beriša je rekao da će se prestati da se primenjuju sadašnje carinske dažbine, što je potvrdio i direktor Albanske carine Flamur Đumiška.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Beriša	je	da	će	se	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3522	reći	rekao	perf	perf	set-s336	"Aktivisti pokušavaju da okrive nekoga za svoj neuspeh -- nesumnjivo su gledali previše filmova sa Džejmsom Bondom", rekao je izraelski ministar inostranih poslova Avigdor Liberman u intervjuu Vojnom radiju u nedelju.	Masc		Sing	VERB		Past	Part	Act	sa	Džejmsom	Bondom	je	izraelski	ministar	r	e	k	o	a	k	ministar	1	[PAD]	0	intervjuu, nedelju	2	[PAD]	0	pos	[PAD]
3523	reći	rekao	perf	perf	set-s338	Portparol grčkog ministarstva inostranih poslova Grigoris Delavekuras rekao je za EUObzerver da su razgovori sa Izraelom odigrali ulogu.	Masc		Sing	VERB		Past	Part	Act	poslova	Grigoris	Delavekuras	je	za	EUObzerver	r	e	k	o	a	k	portparol	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3524	reći	rekao	perf	perf	set-s362	Ivan Grdešić, istaknuti komentator i naučni radnik, rekao je za SETimes da će se hrvatski politički lideri, s obzirom da je naporan rad na zaključivanju pregovaračkih poglavlja sada završen, nadmetati da preuzmu zasluge -- i uberu više poena na izborima.	Masc		Sing	VERB		Past	Part	Act	i	naučni	radnik	je	za	SETimes	r	e	k	o	a	k	[PAD]	0	[PAD]	0	setimes	1	[PAD]	0	pos	[PAD]
3525	reći	rekao	perf	perf	set-s363	"Bićemo svedoci pokušaja da se dokaže ko je najbolje obavio posao -- ko je radio 'noć i dan' da ostvari cilj pridruživanja EU i ko bi stoga trebalo da bude nagrađen na predstojećim parlamentarnim izborima", rekao je Grdešić za SETimes.	Masc		Sing	VERB		Past	Part	Act	predstojećim	parlamentarnim	izborima	je	Grdešić	za	r	e	k	o	a	k	[PAD]	0	[PAD]	0	setimes	1	[PAD]	0	pos	[PAD]
3526	reći	rekao	perf	perf	set-s375	Pohvalivši Trajkovskog zbog "energije i inicijative" uložene u pripremu sastanka, Macura je rekao da je neophodno da zemlje jugoistočne Evrope ispune obaveze koje su preuzele "u pogledu demokratskih vrednosti i ciljeva, punog poštovanja ljudskih prava, i međusobnog poštovanja i tolerancije među građanima različitih etničkih pripadnosti" kako bi mogle da ostvare "civilizovanu koegzistenciju koja je održiva i pravedna".	Masc		Sing	VERB		Past	Part	Act	sastanka	Macura	je	da	je	neophodno	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3527	reći	rekao	perf	perf	set-s389	Neka ona [vlada] nastavi da traži pojas za spasavanje zbog sopstvene nekompetentnosti i neefektivnosti", rekao je portparol ND Janis Mihelakis 30. avgusta.	Masc		Sing	VERB		Past	Part	Act	nekompetentnosti	i	neefektivnosti	je	portparol	ND	r	e	k	o	a	k	portparol	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3528	reći	rekao	perf	perf	set-s393	"To je pravo i prolongirano pitanje: da li će univerziteti bolje raditi", rekao je Milopulos za SETimes.	Masc		Sing	VERB		Past	Part	Act	univerziteti	bolje	raditi	je	Milopulos	za	r	e	k	o	a	k	[PAD]	0	[PAD]	0	setimes	1	[PAD]	0	pos	[PAD]
3529	reći	rekao	perf	perf	set-s405	Heroin donosi krijumčarima na Balkanu stotine milijardi dolara godišnje, rekao je šef ruske agencije za kontrolu narkotika.	Masc		Sing	VERB		Past	Part	Act	milijardi	dolara	godišnje	je	šef	ruske	r	e	k	o	a	k	šef	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3530	reći	rekao	perf	perf	set-s408	"Pokušaj Rusije da bude prva violina u ovoj inicijativi je očigledan", rekao je bivši albanski diplomata Genc Mloja za SETimes.	Masc		Sing	VERB		Past	Part	Act	inicijativi	je	očigledan	je	bivši	albanski	r	e	k	o	a	k	[PAD]	0	[PAD]	0	setimes	1	[PAD]	0	pos	[PAD]
3531	reći	rekao	perf	perf	set-s418	Ivanov je rekao albanskim vlastima da će, ako evropske zemlje ne preduzmu odlučne mere protiv krijumčarenja heroina, kriminalne grupe zarađivati čak 500 milijardi dolara godišnje.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Ivanov	je	albanskim	vlastima	da	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3532	reći	rekao	perf	perf	set-s420	Mloja je rekao da je ovaj sporazum o borbi protiv narkotika "plus" za Albaniju, a posebno zato što se ona u međunarodnim izveštajima opisuje kao zemlja sa "poroznim" granicama.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Mloja	je	da	je	ovaj	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3533	reći	rekao	perf	perf	set-s530	Ne kažemo da branu ne treba izgraditi, ali projekat bi trebalo da se modifikuje na način kojim će se sprečiti uništavanje Alianija", rekao je portparol grupe Arif Ali Džangi.	Masc		Sing	VERB		Past	Part	Act	sprečiti	uništavanje	Alianija	je	portparol	grupe	r	e	k	o	a	k	portparol	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3534	reći	rekao	perf	perf	set-s548	"Odgovarajući zakonski okvir je od presudne važnosti, ali će do stvarnog poboljšanja doći će tek kada se zakoni budu poštovali i kada se promene običaji i ponašanje pripadnika policije," rekao je Ervan Fuere, predstavnik EU u Makedoniji.	Masc		Sing	VERB		Past	Part	Act	ponašanje	pripadnika	policije	je	Ervan	Fuere	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3535	reći	rekao	perf	perf	set-s566	Od ključnog značaja je odgovarajući zakonski okvir, ali će do stvarnog poboljšanja doći tek kada se budu primenjivali zakoni i kada se promeni praksa i običaji pripadnika policije i drugih službi," rekao je Fuere.	Masc		Sing	VERB		Past	Part	Act	i	drugih	službi	je	Fuere	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3536	reći	rekao	perf	perf	set-s601	Osuđujući rusku akciju, šef britanske diplomatije Dejvid Miliband rekao je su prizori ruskih tenkova na gruzijskoj teritoriji i ruske blokade gruzijske crnomorske luke Poti "zastrašujuće podsećanje na vremena za koja smo se nadali da su prošla."	Masc		Sing	VERB		Past	Part	Act	diplomatije	Dejvid	Miliband	je	su	prizori	r	e	k	o	a	k	šef	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3537	reći	rekao	perf	perf	set-s603	Šef finske diplomatije Aleksandar Stub, ovogodišnji predsednik OEBS-a, rekao je da je predložio slanje još 100 posmatrača.	Masc		Sing	VERB		Past	Part	Act	predsednik	OEBS	a	je	da	je	r	e	k	o	a	k	šef	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3538	reći	rekao	perf	perf	set-s606	Komesar za spoljne poslove EU Havijer Solana rekao je da će razgovarati o mogućoj mirovnoj operaciji na sledećem sastanku šefova diplomatija EU u francuskom gradu Avinjonu 5. i 6. septembra.	Masc		Sing	VERB		Past	Part	Act	EU	Havijer	Solana	je	da	će	r	e	k	o	a	k	komesar	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3539	reći	rekao	perf	perf	set-s713	Hoti je rekao da veruje da je eksplozija, koja se desila nakon što je policija UN ušla u prostorije suda, "bila od ručne granate" aktivirane u dvorištu kompleksa.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Hoti	je	da	veruje	da	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3540	reći	rekao	perf	perf	set-s714	U izveštaju koji je kasnije objavio Rojters citiran je zvaničnik policije koji je rekao da je tokom nereda u Mitrovici 13 poljskih policajaca pretrpelo povrede koje nisu opasne po život.	Masc		Sing	VERB		Past	Part	Act	policije	koji	je	da	je	tokom	r	e	k	o	a	k	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3541	reći	rekao	perf	perf	set-s718	Na sastanku sa srpskim ministrom za Kosovo Slobodanom Samardžićem u nedelju (16. marta), on je ukazao na nedavni govor srpskog ministra inostranih poslova Vuka Jeremića pred Savetom bezbednosti UN, koji je rekao da UNMIK ima isključivu administrativnu nadležnost na Kosovu i da je Rezolucija 1244 UN jedini pravni okvir koji bi trebalo da se primenjuje.	Masc		Sing	VERB		Past	Part	Act	UN	koji	je	da	UNMIK	ima	r	e	k	o	a	k	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3542	reći	rekao	perf	perf	set-s719	Srbija treba odmah da preduzme korake za okončanje napada protiv UNMIK-a kojima se "krše obećanja Srbije data Savetu bezbednosti UN", rekao je Rosin.	Masc		Sing	VERB		Past	Part	Act	Savetu	bezbednosti	UN	je	Rosin	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3543	reći	rekao	perf	perf	set-s782	Krisohoides, koji nije povređen, rekao je da je paket bio njemu namenjen.	Masc		Sing	VERB		Past	Part	Act	koji	nije	povređen	je	da	je	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3544	reći	rekao	perf	perf	set-s784	"Izgubio sam prijatelja, dragocenog saradnika i oca dvoje dece", rekao je Krisohoides novinarima ispred svog ministarstva samo nekoliko minuta posle eksplozije.	Masc		Sing	VERB		Past	Part	Act	oca	dvoje	dece	je	Krisohoides	novinarima	r	e	k	o	a	k	[PAD]	0	[PAD]	0	novinarima	1	[PAD]	0	pos	[PAD]
3545	reći	rekao	perf	perf	set-s791	"U periodu kada zemlja i naš narod vode svakodnevnu borbu za izlazak iz krize, kukavičke ubice žele da zadaju udarac norlmalnosti i našoj demokratiji", rekao je on u četvrtak uveče.	Masc		Sing	VERB		Past	Part	Act	i	našoj	demokratiji	je	on	u	r	e	k	o	a	k	on	1	[PAD]	0	četvrtak	1	[PAD]	0	pos	[PAD]
3546	reći	rekao	perf	perf	set-s861	S obzirom da se lokalni izbori u Mađarskoj održavaju za manje od dve nedelje, rekao je on, predstojeće glasanje predstavljaće referendum o teškim ekonomskim reformama koje su na programu vlade.	Masc		Sing	VERB		Past	Part	Act	od	dve	nedelje	je	on	predstojeće	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3547	reći	rekao	perf	perf	set-s874	Mislim na saradnju sa Haškim tribunalom", rekao je Drašković.	Masc		Sing	VERB		Past	Part	Act	sa	Haškim	tribunalom	je	Drašković	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3548	reći	rekao	perf	perf	set-s879	Ističući da svi optuženici koje traži MKSJ moraju odmah da se pošalju u Hag, Drašković je rekao da su oni doneli sramotu njegovoj zemlji i da ne zaslužuju da budu zaštićeni.	Masc		Sing	VERB		Past	Part	Act	Hag	Drašković	je	da	su	oni	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3549	reći	rekao	perf	perf	set-s882	Srbiji i Crnoj Gori je mesto u Evropi i Evropi je mesto u Srbiji i Crnoj Gori", rekao je on.	Masc		Sing	VERB		Past	Part	Act	i	Crnoj	Gori	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3550	reći	rekao	perf	perf	set-s883	U međuvremenu, srpski ministar finansija Mlađan Dinkić rekao je da bi problem saradnje Srbije sa MKSJ trebalo da bude razrešen konsenzusom.	Masc		Sing	VERB		Past	Part	Act	finansija	Mlađan	Dinkić	je	da	bi	r	e	k	o	a	k	ministar	1	[PAD]	0	međuvremenu	1	[PAD]	0	pos	[PAD]
3551	reći	rekao	perf	perf	set-s916	Todorović ju je uporedio sa iračkim novinarem koji je cipelom gađao bivšeg američkog predsednika Džordža Buša i rekao: "Njena cipela ću ući u istoriju."	Masc		Sing	VERB		Past	Part	Act	Džordža	Buša	i	Njena	cipela	ću	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3552	reći	rekao	perf	perf	set-s956	"Uprkos neslaganjima oko nekih pitanja, postoje mogućnosti gde možemo sarađivati, posebno na polju ekonomije", rekao je Prifti, najavljujući skoru posetu Beogradu.	Masc		Sing	VERB		Past	Part	Act	na	polju	ekonomije	je	Prifti	najavljujući	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3553	reći	rekao	perf	perf	set-s961	Na zajedničkoj konferenciji za novinare sa makedonskim kolegom Đorgem Ivanovim, Basesku je rekao da Rumunija podržava kompromis u sporu oko imena sa Grčkom.	Masc		Sing	VERB		Past	Part	Act	Ivanovim	Basesku	je	da	Rumunija	podržava	r	e	k	o	a	k	[PAD]	0	[PAD]	0	konferenciji	1	[PAD]	0	pos	[PAD]
3554	reći	rekao	perf	perf	set-s993	"To je istorijski događaj od velikog značaja", rekao je grčki ministar kulture Mihalis Lijapis.	Masc		Sing	VERB		Past	Part	Act	od	velikog	značaja	je	grčki	ministar	r	e	k	o	a	k	ministar	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3555	reći	rekao	perf	perf	set-s1030	"Svi smo veoma impresionirani novim Muzejom Akropolja", rekao je predsednik Međunarodne organizacije za reunifikaciju skulptura Partenona Dejvid Hil.	Masc		Sing	VERB		Past	Part	Act	novim	Muzejom	Akropolja	je	predsednik	Međunarodne	r	e	k	o	a	k	predsednik	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3556	reći	rekao	perf	perf	set-s1075	Bugarska će težiti da promoviše širu i efikasniju saradnju između OEBS-a i UN-a, EU, NATO-a, Saveta Evrope i drugih međunarodnih organizacija, rekao je Pasi.	Masc		Sing	VERB		Past	Part	Act	drugih	međunarodnih	organizacija	je	Pasi	[PAD]	r	e	k	o	a	k	pasi	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3557	reći	rekao	perf	perf	set-s1149	To nije dobar scenario i značilo bi neizvesnu budućnost", rekao je finski premijer Mati Vanhanen.	Masc		Sing	VERB		Past	Part	Act	bi	neizvesnu	budućnost	je	finski	premijer	r	e	k	o	a	k	premijer	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3558	reći	rekao	perf	perf	set-s1151	"Vreme ističe", rekao je u jednom govoru u Helsinkiju finski premijer Mati Vanhanen, čija zemlja trenutno predsedava Predsedništvom EU.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Vreme	ističe	je	u	jednom	r	e	k	o	a	k	premijer	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3559	reći	rekao	perf	perf	set-s1165	"Nije nam potreban još jedan samit sa Turskom kao 2004. i 2005. godine", rekao je Ren na konferenciji za novinare u ponedeljak.	Masc		Sing	VERB		Past	Part	Act	i	2005	godine	je	Ren	na	r	e	k	o	a	k	[PAD]	0	[PAD]	0	konferenciji, ponedeljak	2	[PAD]	0	pos	[PAD]
3560	reći	rekao	perf	perf	set-s1176	"Ovo je vrlo važan prvi korak za implementaciju ovog složenog infrastrukturnog projekta", rekao je Cerovski.	Masc		Sing	VERB		Past	Part	Act	složenog	infrastrukturnog	projekta	je	Cerovski	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3561	reći	rekao	perf	perf	set-s1188	"Sporazum je usledio nakon što smo se sa geopolitičkog prebacili na tržišni pristup", rekao je Cerovski.	Masc		Sing	VERB		Past	Part	Act	na	tržišni	pristup	je	Cerovski	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3562	reći	rekao	perf	perf	set-s1265	"EK uviđa da je u Bugarskoj došlo do određenog napretka posle objavljivanja oktobarskog posmatračkog izveštaja, ali još uvek postoje oblasti koje izazivaju ozbiljnu zabrinutost", rekao je generalni direktor EK za proširenje Majkl Li.	Masc		Sing	VERB		Past	Part	Act	izazivaju	ozbiljnu	zabrinutost	je	generalni	direktor	r	e	k	o	a	k	direktor	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3563	reći	rekao	perf	perf	set-s1270	EK želi da vidi stvaran, opipljiv napredak u primeni pravosudnih reformi, unapređivanju efikasnosti pravosudnog sistema i u borbi protiv organizovanog kriminala i korupcije, rekao je Li posle sastanka sa ministrom za evropska pitanja Meglenom Kunevom.	Masc		Sing	VERB		Past	Part	Act	kriminala	i	korupcije	je	Li	posle	r	e	k	o	a	k	[PAD]	0	[PAD]	0	sastanka	1	[PAD]	0	pos	[PAD]
3564	reći	rekao	perf	perf	set-s1272	Međutim, rekao je on, neophodne su zakonodavne izmene kojima bi se osigurali nezavisnost, efikasnost i odgovornost pravosuđa.	Masc		Sing	VERB		Past	Part	Act	[PAD]	[PAD]	Međutim	je	on	neophodne	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3565	reći	rekao	perf	perf	set-s1289	"U istočnoj Hercegovini smo već primetili neke [kandidate] koji su osumnjičeni za kršenje međunarodnog humanitarnog prava, kao i one koji su optuženi za ozbiljne zločine", rekao je Stevanović.	Masc		Sing	VERB		Past	Part	Act	za	ozbiljne	zločine	je	Stevanović	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3566	reći	rekao	perf	perf	set-s1295	"Nema ideala, samo čist pragmatizam", rekao je on.	Masc		Sing	VERB		Past	Part	Act	samo	čist	pragmatizam	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3567	reći	rekao	perf	perf	set-s1298	"Oni nisu ključni igrači", rekao je on.	Masc		Sing	VERB		Past	Part	Act	nisu	ključni	igrači	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3568	reći	rekao	perf	perf	set-s1392	Kukan: Kao što sam već rekao, svaki incident i nasilje, posebno prema međunarodnim misijama, neprihvatljivi su za evropske institucije.	Masc		Sing	VERB		Past	Part	Act	što	sam	već	svaki	incident	i	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	već	1	pos	[PAD]
3569	reći	rekao	perf	perf	set-s1400	Šef delegacije, belgijski ambasador Johan Verbeke, rekao je da proces odlučivanja budućeg statusa Kosova ne može da se požuruje.	Masc		Sing	VERB		Past	Part	Act	ambasador	Johan	Verbeke	je	da	proces	r	e	k	o	a	k	šef	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3570	reći	rekao	perf	perf	set-s1409	Kosovski predsednik Fatmir Sejdiu rekao je novinarima da će nezavisnost pokrajine garantovati stabilnost celokupnog regiona.	Masc		Sing	VERB		Past	Part	Act	predsednik	Fatmir	Sejdiu	je	novinarima	da	r	e	k	o	a	k	predsednik	1	[PAD]	0	novinarima	1	[PAD]	0	pos	[PAD]
3571	reći	rekao	perf	perf	set-s1410	"Detaljno smo objasnili zašto Kosovo mora da bude nezavisno i zašto ne može da bude drugih rešenja", rekao je Sejdiu, izvestili su mediji u petak.	Masc		Sing	VERB		Past	Part	Act	bude	drugih	rešenja	je	Sejdiu	izvestili	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3572	reći	rekao	perf	perf	set-s1417	"Naši prijatelji koji su realni i zemlje koje su dale vojnike, novac i osam godina se angažovale ovde, i koje planiraju da budu prisutne, žele okončanje ovog nerešenog statusa", rekao je Čeku.	Masc		Sing	VERB		Past	Part	Act	ovog	nerešenog	statusa	je	Čeku	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3573	reći	rekao	perf	perf	set-s1421	"Nadamo se da Rusija razume da će Kosovo biti nezavisno ovako ili onako", rekao je Frid.	Masc		Sing	VERB		Past	Part	Act	ovako	ili	onako	je	Frid	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3574	reći	rekao	perf	perf	set-s1430	U zvaničnom komentaru, generalni direktor VTB Kapitala Atanas Bostandžijev rekao je da kupac planira da uloži oko milion evra u bugarsku kompaniju u prvoj godini poslovanja, a da će narednih godina biti investirano još pet miliona.	Masc		Sing	VERB		Past	Part	Act	Kapitala	Atanas	Bostandžijev	je	da	kupac	r	e	k	o	a	k	direktor	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3575	reći	rekao	perf	perf	set-s1559	Bugarska neće pružiti bilo kakve državne ili korporativne garancije za dobijanje tih sredstava, rekao je Trajkov posle razgovora sa ruskim ministrom energetike Sergejem Šmatkom.	Masc		Sing	VERB		Past	Part	Act	dobijanje	tih	sredstava	je	Trajkov	posle	r	e	k	o	a	k	[PAD]	0	[PAD]	0	razgovora	1	[PAD]	0	pos	[PAD]
3576	reći	rekao	perf	perf	set-s1563	"[Celokupna] EU se fokusira na alternativne energetske izvore, samo naša vlada gradi drugu nuklearnu elektranu", rekao je Dimitrov prošle nedelje pozivajući na hitnu obustavu projekta Belene.	Masc		Sing	VERB		Past	Part	Act	drugu	nuklearnu	elektranu	je	Dimitrov	prošle	r	e	k	o	a	k	[PAD]	0	[PAD]	0	nedelje	1	[PAD]	0	pos	[PAD]
3577	reći	rekao	perf	perf	set-s1566	Ne postoji potreba za novim nuklearnim objektom, rekao je on.	Masc		Sing	VERB		Past	Part	Act	novim	nuklearnim	objektom	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3578	reći	rekao	perf	perf	set-s1570	Ili, rekao je Trajkov u intervjuu sofijskoj Novoj TV, da pronađe drugi put.	Masc		Sing	VERB		Past	Part	Act	[PAD]	[PAD]	Ili	je	Trajkov	u	r	e	k	o	a	k	[PAD]	0	[PAD]	0	intervjuu	1	[PAD]	0	pos	[PAD]
3579	reći	rekao	perf	perf	set-s1572	Trajkov je u petak rekao parlamentu da će se zemlja, ako se donese odluka o ukidanju projekta Belene, opet suočiti sa isplatom ugovornih rata koje bi mogle dostići još milijardu evra.	Masc		Sing	VERB		Past	Part	Act	je	u	petak	parlamentu	da	će	r	e	k	o	a	k	[PAD]	0	[PAD]	0	petak, parlamentu	2	[PAD]	0	pos	[PAD]
3580	reći	rekao	perf	perf	set-s1574	"To je rizik koji će preuzeti kreditor", rekao je on.	Masc		Sing	VERB		Past	Part	Act	će	preuzeti	kreditor	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3581	reći	rekao	perf	perf	set-s1592	"Neće biti potpisivanja sporazuma o pitanju kulturnog i verskog nasleđa i o procesu decentralizacije, ali ćemo pokušati da približimo stavove dve strane", rekao je Rohan.	Masc		Sing	VERB		Past	Part	Act	stavove	dve	strane	je	Rohan	[PAD]	r	e	k	o	a	k	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
3582	reći	rekao	perf	perf	set-s1595	Međutim treba da vidimo veću posvećenost tim pitanjima", rekao je on.	Masc		Sing	VERB		Past	Part	Act	posvećenost	tim	pitanjima	je	on	[PAD]	r	e	k	o	a	k	on	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
